id,hotel_name,n_comment,rank_in_country,url
116,b'Ascott Orchard Singapore',301,b'#86 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d11742592-Reviews-Ascott_Orchard_Singapore-Singapore.html
117,b'Sofitel Singapore City Centre',362,b'#87 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12525934-Reviews-Sofitel_Singapore_City_Centre-Singapore.html
118,b'Villa Samadhi Singapore by Samadhi',213,b'#88 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d7940674-Reviews-Villa_Samadhi_Singapore_by_Samadhi-Singapore.html
119,b'Hotel Fort Canning',1706,b'#89 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1822389-Reviews-Hotel_Fort_Canning-Singapore.html
120,b'The Fullerton Bay Hotel Singapore',1863,b'#90 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1845693-Reviews-The_Fullerton_Bay_Hotel_Singapore-Singapore.html
121,b'Ramada by Wyndham Singapore at Zhongshan Park',3175,b'#91 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3505884-Reviews-Ramada_by_Wyndham_Singapore_at_Zhongshan_Park-Singapore.html
122,b'Courtyard by Marriott Singapore Novena',315,b'#92 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12554757-Reviews-Courtyard_by_Marriott_Singapore_Novena-Singapore.html
123,b'Hilton Singapore',3319,b'#93 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306197-Reviews-Hilton_Singapore-Singapore.html
124,b'Regent Singapore',2125,b'#94 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301431-Reviews-Regent_Singapore-Singapore.html
125,b'InterContinental Singapore Robertson Quay',472,b'#95 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d11717216-Reviews-InterContinental_Singapore_Robertson_Quay-Singapore.html
126,b'Days Hotel by Wyndham Singapore at Zhongshan Park',2546,b'#96 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3423710-Reviews-Days_Hotel_by_Wyndham_Singapore_at_Zhongshan_Park-Singapore.html
127,b'Sheraton Towers Singapore',1973,b'#97 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301803-Reviews-Sheraton_Towers_Singapore-Singapore.html
128,b'The Outpost Hotel at Sentosa by Far East Hospitality',47,b'#98 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d15743578-Reviews-The_Outpost_Hotel_at_Sentosa_by_Far_East_Hospitality-Sentosa_Island.html
129,b'JW Marriott Hotel Singapore South Beach',1779,b'#99 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d7736497-Reviews-JW_Marriott_Hotel_Singapore_South_Beach-Singapore.html
130,b'Fairmont Singapore',7259,b'#100 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301581-Reviews-Fairmont_Singapore-Singapore.html
131,b'The Westin Singapore',1683,b'#101 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4720057-Reviews-The_Westin_Singapore-Singapore.html
132,b'Singapore Marriott Tang Plaza Hotel',3340,b'#102 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d299774-Reviews-Singapore_Marriott_Tang_Plaza_Hotel-Singapore.html
133,b'Somerset Bencoolen',328,b'#103 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d472109-Reviews-Somerset_Bencoolen-Singapore.html
134,b'The St. Regis Singapore',2580,b'#104 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d678328-Reviews-The_St_Regis_Singapore-Singapore.html
135,"b'The Vagabond Club, Singapore, a Tribute Portfolio Hotel'",870,b'#105 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d7659569-Reviews-The_Vagabond_Club_Singapore_a_Tribute_Portfolio_Hotel-Singapore.html
136,b'AMOY by Far East Hospitality',1584,b'#106 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4341475-Reviews-AMOY_by_Far_East_Hospitality-Singapore.html
137,b'The Capitol Kempinski Hotel Singapore',58,b'#107 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d14951821-Reviews-The_Capitol_Kempinski_Hotel_Singapore-Singapore.html
138,b'Hotel Boss',3112,b'#108 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d9587422-Reviews-Hotel_Boss-Singapore.html
139,"b""D'Resort at Downtown East""",575,b'#109 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506263-Reviews-D_Resort_at_Downtown_East-Singapore.html
140,b'Hilton Garden Inn Singapore Serangoon',840,b'#110 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12118505-Reviews-Hilton_Garden_Inn_Singapore_Serangoon-Singapore.html
141,b'Village Hotel Bugis by Far East Hospitality',4362,b'#111 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d305486-Reviews-Village_Hotel_Bugis_by_Far_East_Hospitality-Singapore.html
142,b'Furama RiverFront',3111,b'#112 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d300321-Reviews-Furama_RiverFront-Singapore.html
143,b'Hotel Kai',314,b'#113 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d6206536-Reviews-Hotel_Kai-Singapore.html
144,b'V Hotel Lavender',4516,b'#114 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2178797-Reviews-V_Hotel_Lavender-Singapore.html
145,b'Keong Saik Hotel',314,b'#115 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d584452-Reviews-Keong_Saik_Hotel-Singapore.html
146,b'Venue Hotel The Lily',367,b'#116 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562395-Reviews-Venue_Hotel_The_Lily-Singapore.html
147,b'Amara Sanctuary Resort Sentosa',371,b'#117 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d662514-Reviews-Amara_Sanctuary_Resort_Sentosa-Sentosa_Island.html
148,"b""Copthorne King's Hotel Singapore""",1464,b'#118 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301674-Reviews-Copthorne_King_s_Hotel_Singapore-Singapore.html
149,b'Hotel Miramar Singapore',1052,b'#119 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d308393-Reviews-Hotel_Miramar_Singapore-Singapore.html
150,b'Resorts World Sentosa - Crockfords Tower',160,b'#120 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d1447337-Reviews-Resorts_World_Sentosa_Crockfords_Tower-Sentosa_Island.html
151,b'ibis Singapore Novena',1525,b'#121 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2002652-Reviews-Ibis_Singapore_Novena-Singapore.html
152,b'Strand Hotel',562,b'#122 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d338340-Reviews-Strand_Hotel-Singapore.html
153,b'Champion Hotel',471,b'#123 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562405-Reviews-Champion_Hotel-Singapore.html
154,b'Venue Hotel',535,b'#124 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3825483-Reviews-Venue_Hotel-Singapore.html
155,b'Orchard Rendezvous Hotel by Far East Hospitality',2987,b'#125 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306186-Reviews-Orchard_Rendezvous_Hotel_by_Far_East_Hospitality-Singapore.html
156,b'Tai Hoe Hotel',585,b'#126 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1493532-Reviews-Tai_Hoe_Hotel-Singapore.html
157,b'Mayo Inn',185,b'#127 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d785372-Reviews-Mayo_Inn-Singapore.html
158,b'York Hotel',1515,b'#128 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306198-Reviews-York_Hotel-Singapore.html
159,b'Destination Singapore Beach Road',801,b'#129 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d10290687-Reviews-Destination_Singapore_Beach_Road-Singapore.html
160,b'The Elizabeth Hotel by Far East Hospitality',1924,b'#130 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306143-Reviews-The_Elizabeth_Hotel_by_Far_East_Hospitality-Singapore.html
161,b'Hotel 81 - Star',642,b'#131 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d505804-Reviews-Hotel_81_Star-Singapore.html
162,b'Aqueen Hotel Balestier',402,b'#132 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1441156-Reviews-Aqueen_Hotel_Balestier-Singapore.html
163,b'Hotel Clover The Arts',336,b'#133 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d6503606-Reviews-Hotel_Clover_The_Arts-Singapore.html
164,b'Orchid Hotel',503,b'#134 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2243163-Reviews-Orchid_Hotel-Singapore.html
165,b'Resorts World Sentosa - Festive Hotel',2164,b'#135 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d1447340-Reviews-Resorts_World_Sentosa_Festive_Hotel-Sentosa_Island.html
166,b'The Fragrance Hotel (Joo Chiat)',396,b'#136 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506320-Reviews-The_Fragrance_Hotel_Joo_Chiat-Singapore.html
167,b'Santa Grand Hotel Bugis',1162,b'#137 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1650499-Reviews-Santa_Grand_Hotel_Bugis-Singapore.html
168,b'Santa Grand Hotel East Coast',874,b'#138 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2435023-Reviews-Santa_Grand_Hotel_East_Coast-Singapore.html
169,b'Hotel Clover 33 Jalan Sultan',249,b'#139 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d6898221-Reviews-Hotel_Clover_33_Jalan_Sultan-Singapore.html
170,b'Bay Hotel Singapore',1057,b'#140 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2340601-Reviews-Bay_Hotel_Singapore-Singapore.html
171,b'The Daulat',283,b'#141 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3878907-Reviews-The_Daulat-Singapore.html
172,b'Fragrance Hotel - Bugis',503,b'#142 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1823538-Reviews-Fragrance_Hotel_Bugis-Singapore.html
173,b'Bliss Hotel Singapore',769,b'#143 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3750341-Reviews-Bliss_Hotel_Singapore-Singapore.html
174,b'Hotel NuVe Urbane',173,b'#144 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12645423-Reviews-Hotel_NuVe_Urbane-Singapore.html
175,b'Aqueen Hotel Jalan Besar',322,b'#145 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d6402157-Reviews-Aqueen_Hotel_Jalan_Besar-Singapore.html
176,b'Fort Canning Lodge',861,b'#146 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d309917-Reviews-Fort_Canning_Lodge-Singapore.html
177,b'Summer View Hotel',569,b'#147 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d308378-Reviews-Summer_View_Hotel-Singapore.html
178,b'Six Senses Duxton',78,b'#148 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d13792294-Reviews-Six_Senses_Duxton-Singapore.html
179,b'Arcadia Hotel',105,b'#149 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d9798875-Reviews-Arcadia_Hotel-Singapore.html
180,b'Hard Rock Hotel Singapore',2413,b'#150 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d1447339-Reviews-Hard_Rock_Hotel_Singapore-Sentosa_Island.html
181,b'Fragrance Hotel - Pearl',345,b'#151 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d505504-Reviews-Fragrance_Hotel_Pearl-Singapore.html
182,b'Ibis Styles Singapore on Macpherson',626,b'#152 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d8623711-Reviews-Ibis_Styles_Singapore_on_Macpherson-Singapore.html
183,b'Fragrance Hotel - Emerald',81,b'#153 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d568053-Reviews-Fragrance_Hotel_Emerald-Singapore.html
184,b'Value Hotel Nice',255,b'#154 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1511521-Reviews-Value_Hotel_Nice-Singapore.html
185,b'Value Hotel Balestier',716,b'#155 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1385699-Reviews-Value_Hotel_Balestier-Singapore.html
186,b'Hotel 1929',660,b'#156 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306179-Reviews-Hotel_1929-Singapore.html
187,b'City Inn Mackenzie',353,b'#157 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d10055662-Reviews-City_Inn_Mackenzie-Singapore.html
188,b'Grand Pacific Hotel',1353,b'#158 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306156-Reviews-Grand_Pacific_Hotel-Singapore.html
189,b'Hotel YAN',620,b'#159 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d8637722-Reviews-Hotel_YAN-Singapore.html
190,b'Mercure Singapore Bugis',1255,b'#160 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d10391133-Reviews-Mercure_Singapore_Bugis-Singapore.html
191,b'Jayleen 1918 Hotel',292,b'#161 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1892763-Reviews-Jayleen_1918_Hotel-Singapore.html
192,b'Fragrance Hotel - Oasis',346,b'#162 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1015610-Reviews-Fragrance_Hotel_Oasis-Singapore.html
193,b'Arton Boutique Hotel',332,b'#163 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d5887964-Reviews-Arton_Boutique_Hotel-Singapore.html
194,b'RELC International Hotel',310,b'#164 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d308397-Reviews-RELC_International_Hotel-Singapore.html
195,b'Peninsula Excelsior Hotel',4836,b'#165 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d593661-Reviews-Peninsula_Excelsior_Hotel-Singapore.html
196,b'Aqueen Hotel Lavender',879,b'#166 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1574780-Reviews-Aqueen_Hotel_Lavender-Singapore.html
197,b'Hotel Re!',825,b'#167 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1088871-Reviews-Hotel_Re-Singapore.html
198,b'Hotel Bencoolen @ Bencoolen Street',660,b'#168 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d309898-Reviews-Hotel_Bencoolen_Bencoolen_Street-Singapore.html
199,b'Orchid Country Club',163,b'#169 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1531978-Reviews-Orchid_Country_Club-Singapore.html
200,b'The Sultan',367,b'#170 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2375182-Reviews-The_Sultan-Singapore.html
201,b'Hotel Clover',381,b'#171 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d5324609-Reviews-Hotel_Clover-Singapore.html
202,b'The Southbridge Hotel',332,b'#172 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d5042956-Reviews-The_Southbridge_Hotel-Singapore.html
203,b'Link Hotel',343,b'#173 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d677036-Reviews-Link_Hotel-Singapore.html
204,b'Hotel Clover 769 North Bridge Road',138,b'#174 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4328268-Reviews-Hotel_Clover_769_North_Bridge_Road-Singapore.html
205,b'Hotel Mono',159,b'#175 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562403-Reviews-Hotel_Mono-Singapore.html
206,b'Perak Hotel',598,b'#176 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d498395-Reviews-Perak_Hotel-Singapore.html
207,b'Genting Hotel Jurong',464,b'#177 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294263-d7612688-Reviews-Genting_Hotel_Jurong-Jurong.html
208,b'Fragrance Hotel - Rose',91,b'#178 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d598441-Reviews-Fragrance_Hotel_Rose-Singapore.html
209,b'Hotel Michael',870,b'#179 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d1447338-Reviews-Hotel_Michael-Sentosa_Island.html
210,b'five/6 Hotel Splendour',79,b'#180 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4329374-Reviews-Five_6_Hotel_Splendour-Singapore.html
211,b'The Seacare Hotel',250,b'#181 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3315718-Reviews-The_Seacare_Hotel-Singapore.html
212,b'Fragrance Hotel - Sunflower',176,b'#182 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1008216-Reviews-Fragrance_Hotel_Sunflower-Singapore.html
213,b'Broadway Hotel Singapore',214,b'#183 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d309914-Reviews-Broadway_Hotel_Singapore-Singapore.html
214,b'Hotel 81 Dickson',1365,b'#184 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562402-Reviews-Hotel_81_Dickson-Singapore.html
215,b'Fragrance Hotel - Crystal',596,b'#185 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d504988-Reviews-Fragrance_Hotel_Crystal-Singapore.html
216,b'Park 22 Hotel Little India',56,b'#186 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d10961802-Reviews-Park_22_Hotel_Little_India-Singapore.html
217,b'Hotel 81 Hollywood',232,b'#187 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506323-Reviews-Hotel_81_Hollywood-Singapore.html
218,b'Hotel Royal at Queens',841,b'#188 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d583028-Reviews-Hotel_Royal_at_Queens-Singapore.html
219,b'Siloso Beach Resort Sentosa',1581,b'#189 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d627293-Reviews-Siloso_Beach_Resort_Sentosa-Sentosa_Island.html
220,b'Lemon Grass Hotel',162,b'#190 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1159908-Reviews-Lemon_Grass_Hotel-Singapore.html
221,b'Fragrance Hotel - Riverside',1035,b'#191 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2439500-Reviews-Fragrance_Hotel_Riverside-Singapore.html
222,b'Hotel Classic by Venue',121,b'#192 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d14911702-Reviews-Hotel_Classic_by_Venue-Singapore.html
223,b'Hotel 81 - Sakura',169,b'#193 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d584854-Reviews-Hotel_81_Sakura-Singapore.html
224,b'Santa Grand Hotel West Coast',209,b'#194 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d620229-Reviews-Santa_Grand_Hotel_West_Coast-Singapore.html
225,b'XY Hotel Bugis Singapore',155,b'#195 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12433284-Reviews-XY_Hotel_Bugis_Singapore-Singapore.html
226,b'Klapstar Boutique Hotel',236,b'#196 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1581565-Reviews-Klapstar_Boutique_Hotel-Singapore.html
227,b'South East Asia Hotel',204,b'#197 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d579210-Reviews-South_East_Asia_Hotel-Singapore.html
228,b'Parc Sovereign Hotel - Albert St.',1120,b'#198 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2093622-Reviews-Parc_Sovereign_Hotel_Albert_St-Singapore.html
229,b'The Quay Hotel',55,b'#199 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12456473-Reviews-The_Quay_Hotel-Singapore.html
230,b'Fragrance Hotel - Royal',122,b'#200 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1535340-Reviews-Fragrance_Hotel_Royal-Singapore.html
231,b'Hotel 81 Rochor',232,b'#201 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1072358-Reviews-Hotel_81_Rochor-Singapore.html
232,b'Classique Hotel',73,b'#202 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d640516-Reviews-Classique_Hotel-Singapore.html
233,b'Fragrance Hotel - Balestier',183,b'#203 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d779576-Reviews-Fragrance_Hotel_Balestier-Singapore.html
234,b'Parc Sovereign Hotel - Tyrwhitt',1143,b'#204 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d6741981-Reviews-Parc_Sovereign_Hotel_Tyrwhitt-Singapore.html
235,b'Six Senses Maxwell',33,b'#205 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d14758770-Reviews-Six_Senses_Maxwell-Singapore.html
