id,hotel_name,n_comment,rank_in_country,url
236,b'VIP Hotel',111,b'#206 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1768864-Reviews-VIP_Hotel-Singapore.html
237,b'Hotel 81-Tristar',293,b'#207 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1174552-Reviews-Hotel_81_Tristar-Singapore.html
238,b'Fragrance Hotel - Selegie',118,b'#208 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d607470-Reviews-Fragrance_Hotel_Selegie-Singapore.html
239,b'Jayleen Clarke Quay Hotel',72,b'#209 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d9001799-Reviews-Jayleen_Clarke_Quay_Hotel-Singapore.html
240,b'Fragrance Hotel - Imperial',382,b'#210 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1015609-Reviews-Fragrance_Hotel_Imperial-Singapore.html
241,b'Costa Sands Resort (Sentosa)',183,b'#211 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294264-d1792789-Reviews-Costa_Sands_Resort_Sentosa-Sentosa_Island.html
242,b'Harbour Ville Hotel Hamilton @ Lavender',11,b'#212 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3556622-Reviews-Harbour_Ville_Hotel_Hamilton_Lavender-Singapore.html
243,b'Hotel 81-Bugis',243,b'#213 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d657516-Reviews-Hotel_81_Bugis-Singapore.html
244,b'Raintr33 Hotel Singapore',153,b'#214 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d7388695-Reviews-Raintr33_Hotel_Singapore-Singapore.html
245,b'M Hotel Singapore',2033,b'#215 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301680-Reviews-M_Hotel_Singapore-Singapore.html
246,b'Harbour Ville Hotel',339,b'#216 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d559392-Reviews-Harbour_Ville_Hotel-Singapore.html
247,b'Kam Leng Hotel',496,b'#217 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3160374-Reviews-Kam_Leng_Hotel-Singapore.html
248,b'Hotel 81 - Orchid',493,b'#218 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506262-Reviews-Hotel_81_Orchid-Singapore.html
249,b'Hotel 81 - Geylang',319,b'#219 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506327-Reviews-Hotel_81_Geylang-Singapore.html
250,b'Value Hotel Thomson',1445,b'#220 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1511494-Reviews-Value_Hotel_Thomson-Singapore.html
251,b'Victoria Hotel',45,b'#221 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12132265-Reviews-Victoria_Hotel-Singapore.html
252,b'Aqueen Heritage Hotel Little India',31,b'#222 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d13484203-Reviews-Aqueen_Heritage_Hotel_Little_India-Singapore.html
253,b'Holiday Inn Express Singapore Serangoon',13,b'#223 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1222995-Reviews-Holiday_Inn_Express_Singapore_Serangoon-Singapore.html
254,b'Hotel 81 - Heritage',168,b'#224 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1383128-Reviews-Hotel_81_Heritage-Singapore.html
255,b'Hotel 81 Changi',49,b'#225 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d11768252-Reviews-Hotel_81_Changi-Singapore.html
256,b'YOTELAIR Singapore Changi Airport',5,b'#226 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d16645618-Reviews-YOTELAIR_Singapore_Changi_Airport-Singapore.html
257,b'Hotel 81 Kovan',47,b'#227 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1916206-Reviews-Hotel_81_Kovan-Singapore.html
258,b'Fragrance Hotel - Classic',59,b'#228 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2005592-Reviews-Fragrance_Hotel_Classic-Singapore.html
259,b'Penta Hotel',80,b'#229 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d652477-Reviews-Penta_Hotel-Singapore.html
260,b'Hotel 81 - Elegance',205,b'#230 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d779549-Reviews-Hotel_81_Elegance-Singapore.html
261,b'Arena Country Club',16,b'#231 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2535002-Reviews-Arena_Country_Club-Singapore.html
262,b'Hotel 81 - Osaka',117,b'#232 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1657875-Reviews-Hotel_81_Osaka-Singapore.html
263,b'Jinshan Hotel',395,b'#233 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1913969-Reviews-Jinshan_Hotel-Singapore.html
264,b'The Inn at Temple Street',386,b'#234 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306180-Reviews-The_Inn_at_Temple_Street-Singapore.html
265,b'ABC Hostel',162,b'#235 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1462978-Reviews-ABC_Hostel-Singapore.html
266,b'Amber Hotel',23,b'#236 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1630794-Reviews-Amber_Hotel-Singapore.html
267,b'Moon 23 Hotel',489,b'#237 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1898744-Reviews-Moon_23_Hotel-Singapore.html
268,b'Hotel 81 Balestier',36,b'#238 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2643131-Reviews-Hotel_81_Balestier-Singapore.html
269,b'Park View Hotel',260,b'#239 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562387-Reviews-Park_View_Hotel-Singapore.html
270,b'Beach Hotel',167,b'#240 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306158-Reviews-Beach_Hotel-Singapore.html
271,b'Hotel Royal',838,b'#241 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1218929-Reviews-Hotel_Royal-Singapore.html
272,b'BudgetOne Hotel',10,b'#242 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d7698454-Reviews-BudgetOne_Hotel-Singapore.html
273,b'Four Chain View Hotel',63,b'#243 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562404-Reviews-Four_Chain_View_Hotel-Singapore.html
274,b'Hotel 81 - Chinatown',280,b'#244 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506324-Reviews-Hotel_81_Chinatown-Singapore.html
275,b'Hotel 81 - Palace',234,b'#245 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506322-Reviews-Hotel_81_Palace-Singapore.html
276,b'Fragrance Hotel - Viva',30,b'#246 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1795375-Reviews-Fragrance_Hotel_Viva-Singapore.html
277,b'Hotel 81   Selegie',206,b'#247 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1160176-Reviews-Hotel_81_Selegie-Singapore.html
278,b'Hotel 81 - Princess',243,b'#248 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d505976-Reviews-Hotel_81_Princess-Singapore.html
279,b'Resorts World Sentosa - Hotel Michael',9,b'#249 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12963556-Reviews-Resorts_World_Sentosa_Hotel_Michael-Singapore.html
280,b'Asphodel Inn Singapore',132,b'#250 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d430003-Reviews-Asphodel_Inn_Singapore-Singapore.html
281,b'Robertson Quay Hotel',1100,b'#251 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306120-Reviews-Robertson_Quay_Hotel-Singapore.html
282,b'Furama City Centre',3058,b'#252 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301949-Reviews-Furama_City_Centre-Singapore.html
283,b'Hotel Chancellor at Orchard',517,b'#253 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d8316803-Reviews-Hotel_Chancellor_at_Orchard-Singapore.html
284,b'Lai Ming Hotel Cosmoland',77,b'#254 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1599424-Reviews-Lai_Ming_Hotel_Cosmoland-Singapore.html
285,b'Amrise Hotel',232,b'#255 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1935836-Reviews-Amrise_Hotel-Singapore.html
286,b'Hotel Grand Central',539,b'#256 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306174-Reviews-Hotel_Grand_Central-Singapore.html
287,b'Hotel 165',89,b'#257 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1808946-Reviews-Hotel_165-Singapore.html
288,b'Studio M Hotel',2773,b'#258 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1656770-Reviews-Studio_M_Hotel-Singapore.html
289,b'Hornbill Hotel',88,b'#259 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1109968-Reviews-Hornbill_Hotel-Singapore.html
290,b'Arianna Hotel',240,b'#260 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2298837-Reviews-Arianna_Hotel-Singapore.html
291,b'Pasir Panjang Inn',33,b'#261 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1798787-Reviews-Pasir_Panjang_Inn-Singapore.html
292,b'Quality Hotel Marlow',345,b'#262 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d299607-Reviews-Quality_Hotel_Marlow-Singapore.html
293,b'Regin Hotel',67,b'#263 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1186381-Reviews-Regin_Hotel-Singapore.html
294,b'Marrison Hotel',340,b'#264 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2223865-Reviews-Marrison_Hotel-Singapore.html
295,b'Darlene Hotel',24,b'#265 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3316258-Reviews-Darlene_Hotel-Singapore.html
296,b'Butternut Tree Hotel',226,b'#266 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1937398-Reviews-Butternut_Tree_Hotel-Singapore.html
297,b'Hotel Horsecity',1,b'#267 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d11666441-Reviews-Hotel_Horsecity-Singapore.html
298,b'Hotel Supreme',415,b'#268 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506315-Reviews-Hotel_Supreme-Singapore.html
299,b'Fragrance Hotel - Waterfront',90,b'#269 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1089215-Reviews-Fragrance_Hotel_Waterfront-Singapore.html
300,b'Oxford Hotel',153,b'#270 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306187-Reviews-Oxford_Hotel-Singapore.html
301,b'Fragrance Hotel - Kovan',9,b'#271 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d633035-Reviews-Fragrance_Hotel_Kovan-Singapore.html
302,b'Home Suite View Hotel',28,b'#272 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d10220090-Reviews-Home_Suite_View_Hotel-Singapore.html
303,b'Fragrance Hotel - Ocean View',28,b'#273 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1235051-Reviews-Fragrance_Hotel_Ocean_View-Singapore.html
304,b'Aliwal Park Hotel',58,b'#274 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d446809-Reviews-Aliwal_Park_Hotel-Singapore.html
305,b'Kim Tian Hotel',0,b'#275 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d16867448-Reviews-Kim_Tian_Hotel-Singapore.html
306,b'Hotel 81 Fuji',15,b'#276 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4889002-Reviews-Hotel_81_Fuji-Singapore.html
307,b'Seng Wah Hotel',5,b'#277 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d8872365-Reviews-Seng_Wah_Hotel-Singapore.html
308,b'ZenRooms Bukit Merah',3,b'#278 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d9991600-Reviews-ZenRooms_Bukit_Merah-Singapore.html
309,b'Fragrance Hotel - Lavender',67,b'#279 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2219431-Reviews-Fragrance_Hotel_Lavender-Singapore.html
310,b'The Duxton Club',0,b'#280 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d12421906-Reviews-The_Duxton_Club-Singapore.html
311,b'Shangri-La Apartments',305,b'#281 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d506455-Reviews-Shangri_La_Apartments-Singapore.html
312,b'Raffles Hotel Singapore',4350,b'#282 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d301583-Reviews-Raffles_Hotel_Singapore-Singapore.html
313,"b'Pan Pacific Serviced Suites Beach Road, Singapore'",898,b'#283 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4310988-Reviews-Pan_Pacific_Serviced_Suites_Beach_Road_Singapore-Singapore.html
314,b'Somerset Liang Court Singapore',725,b'#284 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d320014-Reviews-Somerset_Liang_Court_Singapore-Singapore.html
315,"b'Fraser Place Robertson Walk, Singapore'",581,b'#285 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306171-Reviews-Fraser_Place_Robertson_Walk_Singapore-Singapore.html
316,b'Royal At Newton Hotel Singapore',143,b'#286 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1210708-Reviews-Royal_At_Newton_Hotel_Singapore-Singapore.html
317,b'Raffles Town Club',30,b'#287 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d982625-Reviews-Raffles_Town_Club-Singapore.html
318,b'Laguna National Golf and Country Club',19,b'#288 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2276137-Reviews-Laguna_National_Golf_and_Country_Club-Singapore.html
319,b'Wanderloft',1,b'#289 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d16663611-Reviews-Wanderloft-Singapore.html
320,b'Welcome Inn Backpackers Hostel',4,b'#290 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1196100-Reviews-Welcome_Inn_Backpackers_Hostel-Singapore.html
321,b'Radius International City Lodge',4,b'#291 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1541654-Reviews-Radius_International_City_Lodge-Singapore.html
322,b'Cockpit Hotel International',2,b'#292 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1230647-Reviews-Cockpit_Hotel_International-Singapore.html
323,b'Wow Hostels',76,b'#293 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1625675-Reviews-Wow_Hostels-Singapore.html
324,b'SkyOrchids',15,b'#294 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d624401-Reviews-SkyOrchids-Singapore.html
325,b'Island Resort',13,b'#295 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d951092-Reviews-Island_Resort-Singapore.html
326,b'The Barracks Hotel',0,b'#296 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d17324106-Reviews-The_Barracks_Hotel-Singapore.html
327,b'Butternut Tree Hotel',0,b'#297 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d16738519-Reviews-Butternut_Tree_Hotel-Singapore.html
328,b'Pan Pacific Orchard',0,b'#298 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d17367079-Reviews-Pan_Pacific_Orchard-Singapore.html
329,b'Room Werkz',0,b'#299 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1202159-Reviews-Room_Werkz-Singapore.html
330,b'Fraser Suites Singapore',484,b'#300 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306172-Reviews-Fraser_Suites_Singapore-Singapore.html
331,b'Pan Pacific Serviced Suites Orchard Singapore',208,b'#301 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1146123-Reviews-Pan_Pacific_Serviced_Suites_Orchard_Singapore-Singapore.html
332,b'Orchard Grand Court',297,b'#302 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1073336-Reviews-Orchard_Grand_Court-Singapore.html
333,b'PARKROYAL Serviced Suites Singapore',107,b'#303 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1175136-Reviews-PARKROYAL_Serviced_Suites_Singapore-Singapore.html
334,b'Hotel Innotel',500,b'#304 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1982272-Reviews-Hotel_Innotel-Singapore.html
335,b'Wanderlust',910,b'#305 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1801958-Reviews-Wanderlust-Singapore.html
336,b'Fragrance Hotel - Ruby',921,b'#306 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d568052-Reviews-Fragrance_Hotel_Ruby-Singapore.html
337,b'Fragrance Hotel - Sapphire',332,b'#307 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d667848-Reviews-Fragrance_Hotel_Sapphire-Singapore.html
338,b'Santa Grand Hotel Little India',356,b'#308 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1390175-Reviews-Santa_Grand_Hotel_Little_India-Singapore.html
339,b'Chang Ziang Hotel',136,b'#309 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d3181903-Reviews-Chang_Ziang_Hotel-Singapore.html
340,b'RedDoorz Plus Victoria Hotel',39,b'#310 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d14030487-Reviews-RedDoorz_Plus_Victoria_Hotel-Singapore.html
341,b'Citadines Fusionopolis Singapore',29,b'#311 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1485045-Reviews-Citadines_Fusionopolis_Singapore-Singapore.html
342,b'Hotel 81 - Gold',290,b'#312 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d505855-Reviews-Hotel_81_Gold-Singapore.html
343,b'Hotel 1887 - The New Opera House',52,b'#313 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d14800844-Reviews-Hotel_1887_The_New_Opera_House-Singapore.html
344,b'The Warehouse Hotel',251,b'#314 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d11680778-Reviews-The_Warehouse_Hotel-Singapore.html
345,b'Santa Grand Hotel Lai Chun Yuen',1166,b'#315 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2406995-Reviews-Santa_Grand_Hotel_Lai_Chun_Yuen-Singapore.html
346,b'L Residence',41,b'#316 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1230932-Reviews-L_Residence-Singapore.html
347,b'Chinatown Hotel',104,b'#317 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d338319-Reviews-Chinatown_Hotel-Singapore.html
348,b'National Service Resort & Country Club',21,b'#318 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1787963-Reviews-National_Service_Resort_Country_Club-Singapore.html
349,b'Haising Hotel',36,b'#319 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1229493-Reviews-Haising_Hotel-Singapore.html
350,b'Hotel 81 - Cherry',9,b'#320 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d598298-Reviews-Hotel_81_Cherry-Singapore.html
351,b'Malacca Hotel',1,b'#321 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d4341705-Reviews-Malacca_Hotel-Singapore.html
352,b'ZEN Rooms Evergreen Residences',30,b'#322 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d9456769-Reviews-ZEN_Rooms_Evergreen_Residences-Singapore.html
353,b'New Changi Hotel',19,b'#323 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562399-Reviews-New_Changi_Hotel-Singapore.html
354,b'Mayfair City Boarding House',1,b'#324 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562389-Reviews-Mayfair_City_Boarding_House-Singapore.html
355,b'Astro Hotel Singapore',2,b'#325 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d562588-Reviews-Astro_Hotel_Singapore-Singapore.html
356,b'Golden Star Hotel',33,b'#326 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d2043994-Reviews-Golden_Star_Hotel-Singapore.html
357,b'Jetquay Suites',0,b'#327 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d16732500-Reviews-Jetquay_Suites-Singapore.html
358,b'Fortuna Hotel',188,b'#328 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d306170-Reviews-Fortuna_Hotel-Singapore.html
359,b'City Beach Resort',11,b'#329 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1395143-Reviews-City_Beach_Resort-Singapore.html
360,b'Le Peranakan Hotel',207,b'#330 Best Value of 348 hotels in Singapore',https://www.tripadvisor.com.sg/Hotel_Review-g294265-d1547084-Reviews-Le_Peranakan_Hotel-Singapore.html
